name,neighborhood,Location 1,image_urls,description
Stillmeadow Christian Church,Westgate,"5110 FREDERICK AVE
Baltimore, MD",http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
Tabernacle Church Of Deliverance,Broadway East,"1752 CHESTER ST
Baltimore, MD",http:,"This is a list of the largest Protestant churches in the United States with more than 1,000 members. Most of these are considered megachurches, while some fall outside this definition.[1] The Hartford Institute's database lists more than 1,300 such Protestant churches in the United States. According to that data, approximately 50 churches on the list have attendance ranging from 10,000 to 47,000.[2]"
Philadelphia Ministries,Belair-Edison,"3401 MANNASOTA AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Francis_Patrick_Kenrick.jpg/220px-Francis_Patrick_Kenrick.jpg,"Francis Patrick Kenrick (December 3, 1796 – July 8, 1863) was an Irish-born prelate of the Roman Catholic Church who served as the third Archbishop of the Archdiocese of Philadelphia (1842–1851) and the sixth Archbishop of the Archdiocese of Baltimore (1851–1863)."
Heritage United Church Of Christ,Ashburton,"3106 LIBERTY HEIGHTS AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Otterbein_Church_MD1.jpg/250px-Otterbein_Church_MD1.jpg,"Otterbein Church, now known as Old Otterbein United Methodist Church, is a historic United Brethren church located in Baltimore, Maryland, United States. The first ""German Reformed"" church was built to serve the German Reformed and some Evangelical Lutheran immigrants, and later entered the Brethren strain of German Reformed Protestantism in the later Church of the United Brethren in Christ. It is a two-story brick Georgian structure with a peaked roof, built 1785-1786, and features a square bell tower and an octagonal white ""cupola-on-cupola"", with much of the original wavy, hand-blown glass window panes still remaining. It had a major remodeling occurring in 1839, and some additional cleaning and restoration of its exterior brick walls and wall-fence surrounding the parish. The tower's bells date to 1789, and are still in use. That same year, the first Conference of United Brethren preachers was held and resulted in the official organization of the Church of the United Brethren in Christ, with Pastor Philip William Otterbein, (1726-1813) as a bishop (five years after he participated in the ""laying on"" of hands on famous evangelist and missionary Francis Asbury, (1745-1816), ordained as the first bishop of the new Methodist Episcopal Church. He was later buried in the adjacent churchyard, surrounding the building.[2]"
The Empowerment Temple A.M.E.,Bolton Hill,"1505 EUTAW PL
Baltimore, MD",http:,"Community integration, while diversely defined, is a term encompassing the full participation of all people in community life. It has specifically referred to the integration of people with disabilities into US society[1][2] from the local to the national level and for decades was a defining agenda in countries such as Great Britain.[3]"
Wayland Baptist Church,Concerned Citizens Of Forest Park,"3200 GARRISON BLVD
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Bedale.jpg/240px-Bedale.jpg,"Bedale is a market town and civil parish in the district of Hambleton, North Yorkshire, England. Historically part of the North Riding of Yorkshire, it is situated 34 miles (55 km) north of Leeds, 26 miles (42 km) south-west of Middlesbrough and 7 miles (11 km) south-west of the county town of Northallerton. It was originally in Richmondshire and listed in the Domesday Book as part of Catterick wapentake, which was also known as Hangshire (so named from Hang Bank in Finghall and because of the many gallows used to execute marauding Scots); it was split again and Bedale remained in East Hang. Bedale Beck is a tributary of the River Swale, which forms one of the Yorkshire Dales, with its predominance of agriculture and its related small traditional trades, although tourism is increasingly important."
Saint Matthews Methodist Church,Ellwood Park/Monument,"627 BOULDIN ST
Baltimore, MD",http:,""
Flat Rock Baptist Church,Franklin Square,"1701 MULBERRY ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"The designation of the oldest church in the United States requires careful use of definitions, and must be divided into two parts, the oldest in the sense of oldest surviving building, and the oldest in the sense of oldest Christian church congregation. Even here, there is the distinction between old church buildings that have been in continuous use as churches, and those that have been converted to other purposes; and between buildings that have been in continuous use as churches and those that were shuttered for many decades."
First Abyssinia Baptist Church,Evergreen Lawn,"2500 ARUNAH AVE
Baltimore, MD",http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
David Memorial Baptist Church,Berea,"1401 MILTON AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Brown_Memorial_Presby_Church.jpg/220px-Brown_Memorial_Presby_Church.jpg,"Brown Memorial Park Avenue Presbyterian Church of Baltimore, Maryland, U.S., is a large, Gothic Revival-style church built in 1870 and located at Park and Lafayette Avenues in the city's Bolton Hill section. Named in memory of a 19th-century Baltimore financier, the ornate church is noted for its exquisite stained glass windows by renowned artist Louis Comfort Tiffany, soaring vaulted ceiling, and the prominent persons associated with its history. Maltbie Babcock, who was the church's pastor 1887–1900, wrote the familiar hymn, This is My Father's World.[1] Storied virtuoso concert performer Virgil Fox was organist at Brown Memorial early in his career (1936–1946).[2]"
Saint Pauls Lutheran Church,Baltimore-Linwood,"141 CLINTON ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/3/37/SlovakZionSynod.JPG,Bishop - Rev. Wilma S. Kucharek
Saint Paul's Episcopal Church,Downtown,"309 CATHEDRAL ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,Old St Paul's is a name used by several churches or cathedrals.
Evangelical Baptist Church,Towanda-Grantley,"4430 REISTERSTOWN RD
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Rev_G_E_Lowman.jpg/160px-Rev_G_E_Lowman.jpg,"Guerdon Elmer Lowman, more familiarly G. E. Lowman (November 16, 1897 – January 18, 1965) was an American Christian clergyman and a pioneering international radio evangelist beginning in 1930, following a successful business career."
Holy Name Church Of Jesus,Pimlico Good Neighbors,"5345 PARK HEIGHTS AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/MD_Route_192.svg/88px-MD_Route_192.svg.png,""
Southern Baptist Church,Broadway East,"1701 CHESTER ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/MD_Route_139.svg/88px-MD_Route_139.svg.png,""
Saint Martin Church Of Christ,Druid Heights,"2118 MADISON AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/0/04/St._Peter_the_Apostle_Church.jpg/250px-St._Peter_the_Apostle_Church.jpg,"St. Peter the Apostle Church was a Roman Catholic church located within the Archdiocese of Baltimore in Baltimore, Maryland. Constructed at the northwest corner of Hollins and South Poppleton Streets (848 Hollins) and (11-13 South Poppleton), it was often referred to as ""The Mother Church of West Baltimore."""
House Of Judah Ministries,Central Forest Park,"3836 FOREST PARK AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Messianic_symbols.png/45px-Messianic_symbols.png,"Messianic Judaism is a syncretic movement that combines Christianity—most importantly, the Christian belief that Jesus is the Messiah—with elements of Judaism and Jewish tradition,[1][2][3][4][5] its current form emerging in the 1960s and 1970s.[1][2][6][7][8][9][10][11]"
Saint James Episcopal Church,Harlem Park,"829 ARLINGTON AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Mount_Calvary_Church_Baltimore.jpg/220px-Mount_Calvary_Church_Baltimore.jpg,"Mount Calvary Church is a Roman Catholic, Anglican Use, parish located in the Seton Hill neighborhood of Baltimore, Maryland. The church was founded in 1842 as a mission congregation within the Episcopal Church and is now a community within the Personal Ordinariate of the Chair of St. Peter of the Roman Catholic Church."
Love Crowd Christian Light Church,Reservoir Hill,"2247 EUTAW PL
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Emblem_of_the_Papacy_SE.svg/25px-Emblem_of_the_Papacy_SE.svg.png,"The Diocletianic or Great Persecution was the last and most severe persecution of Christians in the Roman Empire.[1] In 303, the Emperors Diocletian, Maximian, Galerius, and Constantius issued a series of edicts rescinding the legal rights of Christians and demanding that they comply with traditional Roman religious practices. Later edicts targeted the clergy and ordered all inhabitants to sacrifice to the Roman gods (a policy known as universal sacrifice). The persecution varied in intensity across the empire—weakest in Gaul and Britain, where only the first edict was applied, and strongest in the Eastern provinces. Persecutory laws were nullified by different emperors at different times, but Constantine and Licinius's Edict of Milan (313) has traditionally marked the end of the persecution.[2]"
Deeper Life Baptist Church,Highlandtown,"417 EATON ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Towson_Courthouse.jpg/255px-Towson_Courthouse.jpg,Coordinates: 39°24′N 76°36′W﻿ / ﻿39.400°N 76.600°W﻿ / 39.400; -76.600
Knox Presbyterian Church,Oliver,"1300 EDEN ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Auburn_University_Chapel.JPG/100px-Auburn_University_Chapel.JPG,"This is a list of notable Presbyterian churches in the United States, where a church is notable either as a congregation or as a building. In the United States, numerous churches are listed on the National Register of Historic Places or are noted on state or local historic registers."
Edmondson Heights Seventh-Day Adventist C,Rognel Heights,"810 WALNUT AVE
Baltimore, MD",http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
Mount Sinai Holy Church,Cherry Hill,"2901 JOSEPH AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/0/02/American_Visionary_Arts_Museum%2C_Baltimore_%28ca._2005%29.jpg/220px-American_Visionary_Arts_Museum%2C_Baltimore_%28ca._2005%29.jpg,Coordinates: 39°16′49″N 76°36′25″W﻿ / ﻿39.28028°N 76.60694°W﻿ / 39.28028; -76.60694
New Fellowship Christian Community Church,Arlington,"5202 PARK HEIGHTS AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"The Fellowship, also known as The Family,[2][3][4] and the International Foundation[5] is a U.S.-based religious and political organization founded in 1935 by Abraham Vereide. The stated purpose of the Fellowship is to provide a fellowship forum for decision makers to share in Bible studies, prayer meetings, worship experiences, and to experience spiritual affirmation and support.[6][7]"
New Carmel Star Baptist Church,Franklin Square,"1847 BALTIMORE ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Towson_Courthouse.jpg/255px-Towson_Courthouse.jpg,Coordinates: 39°24′N 76°36′W﻿ / ﻿39.400°N 76.600°W﻿ / 39.400; -76.600
North Baltimore Mennonite Church,Roland Park,"4615 ROLAND AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Race_and_ethnicity_2010-_Baltimore_%285559896701%29.png/220px-Race_and_ethnicity_2010-_Baltimore_%285559896701%29.png,"There have been various ethnic groups in Baltimore, Maryland and its surrounding area since it was founded as a British colony in 1661. Native Americans lived in the Baltimore territory for millennia before European colonization, and some still reside in the city."
